customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,cuenta_diaria,servicios_contratados
7908-QCBCA,Si,Femenino,False,True,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,69.4,69.4,2.3133333333333335,2
7909-FIOIY,No,Femenino,False,True,True,19,False,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,24.85,434.8,0.8283333333333334,1
7912-SYRQT,Si,Femenino,False,False,False,7,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Transferencia bancaria (automático),75.1,552.95,2.503333333333333,3
7916-VCCPB,No,Femenino,False,True,True,16,True,False,Fibra óptica,False,True,False,False,False,False,Mes a mes,False,Transferencia bancaria (automático),73.25,1195.75,2.441666666666667,3
7919-ZODZZ,No,Femenino,False,True,True,10,True,False,DSL,False,True,True,False,False,True,Un año,True,Cheque por correo,65.9,660.05,2.1966666666666668,5
7921-BEPCI,No,Femenino,False,False,False,72,True,True,DSL,True,True,False,False,False,False,Dos años,False,Transferencia bancaria (automático),59.75,4265.0,1.9916666666666667,5
7921-LMDFQ,No,Masculino,True,False,False,51,True,False,Fibra óptica,False,False,True,False,True,True,Un año,True,Transferencia bancaria (automático),94.0,4905.75,3.1333333333333333,5
7923-IYJWY,No,Masculino,True,False,False,67,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),116.1,7839.85,3.8699999999999997,9
7924-GJZFI,No,Femenino,True,True,False,25,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,69.3,1813.1,2.31,2
7925-PNRGI,No,Femenino,False,True,True,45,True,True,DSL,True,True,True,True,True,False,Mes a mes,False,Cheque por correo,81.3,3541.1,2.71,8
7926-IJOOU,No,Masculino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Tarjeta de crédito (automático),19.3,19.3,0.6433333333333333,1
7927-AUXBZ,Si,Femenino,False,False,False,30,True,False,Fibra óptica,False,False,False,True,True,False,Mes a mes,False,Cheque electrónico,85.15,2555.9,2.8383333333333334,4
7928-VJYAB,No,Masculino,False,True,True,11,True,False,Fibra óptica,False,False,False,False,True,True,Mes a mes,False,Cheque electrónico,90.6,1020.2,3.02,4
7929-DMBCV,No,Femenino,False,True,False,20,True,False,Fibra óptica,False,False,True,True,False,False,Mes a mes,True,Cheque por correo,81.0,1683.7,2.7,4
7929-SKFGK,No,Masculino,False,True,False,70,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,False,Tarjeta de crédito (automático),114.3,8244.3,3.81,9
7931-PXHFC,Si,Masculino,False,False,False,38,True,False,DSL,False,False,True,True,False,True,Un año,True,Cheque por correo,62.3,2354.8,2.0766666666666667,5
7932-WPTDS,Si,Femenino,True,True,False,1,False,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,24.8,24.8,0.8266666666666667,1
7938-OUHIO,Si,Masculino,False,False,False,3,True,False,Fibra óptica,False,False,True,True,True,True,Mes a mes,True,Cheque electrónico,98.7,293.65,3.29,6
7940-UQQUG,No,Femenino,False,True,True,64,True,True,Fibra óptica,True,False,False,True,True,True,Un año,True,Transferencia bancaria (automático),104.4,6721.6,3.48,7
7941-RCJOW,No,Masculino,False,False,False,65,True,False,No,False,False,False,False,False,False,Dos años,True,Tarjeta de crédito (automático),19.55,1218.65,0.6516666666666667,1
7943-RQCHR,Si,Femenino,False,False,False,9,True,True,Fibra óptica,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,94.75,889.9,3.158333333333333,5
7945-HLKEA,No,Femenino,False,False,False,60,True,True,DSL,True,False,True,True,False,False,Un año,False,Cheque electrónico,64.75,4039.5,2.158333333333333,6
7945-PRBVF,No,Masculino,False,False,False,35,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia bancaria (automático),21.45,705.45,0.715,1
7950-XWOVN,No,Masculino,False,False,False,11,False,False,DSL,False,True,True,False,False,False,Mes a mes,False,Cheque por correo,34.7,383.55,1.1566666666666667,3
7951-QKZPL,Si,Femenino,False,True,True,33,True,True,No,False,False,False,False,False,False,Dos años,True,Cheque por correo,24.5,740.3,0.8166666666666667,2
7951-VRDVK,No,Femenino,False,False,False,36,True,False,DSL,True,True,True,True,True,True,Un año,False,Transferencia bancaria (automático),85.85,3003.55,2.8616666666666664,8
7952-OBOYL,No,Masculino,False,False,False,3,True,False,Fibra óptica,False,False,True,True,True,False,Mes a mes,True,Cheque por correo,89.85,244.45,2.9949999999999997,5
7954-MLBUN,No,Masculino,False,False,False,31,True,False,Fibra óptica,False,False,True,True,True,True,Dos años,False,Transferencia bancaria (automático),99.45,3109.9,3.315,6
7956-XQWGU,No,Masculino,False,False,False,27,True,False,No,False,False,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),19.4,460.25,0.6466666666666666,1
7957-RYHQD,Si,Femenino,True,False,False,40,True,False,Fibra óptica,True,True,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),79.2,3233.85,2.64,4
7963-GQRMY,Si,Femenino,False,True,True,3,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,44.3,134.5,1.4766666666666666,2
7963-SHNDT,No,Femenino,False,False,False,52,False,False,DSL,True,True,False,True,False,False,Dos años,False,Cheque por correo,39.1,1982.1,1.3033333333333335,4
7964-VEXDG,No,Masculino,False,False,True,21,True,True,Fibra óptica,True,False,False,False,False,False,Mes a mes,False,Cheque electrónico,80.35,1747.2,2.6783333333333332,4
7964-YESJC,No,Femenino,False,True,False,24,True,True,DSL,True,True,True,False,False,False,Mes a mes,False,Cheque por correo,66.3,1559.45,2.21,6
7964-ZRKKG,No,Masculino,False,True,False,67,True,True,Fibra óptica,False,True,False,False,True,False,Un año,True,Transferencia bancaria (automático),88.4,5798.3,2.9466666666666668,5
7966-YOTQW,No,Masculino,False,False,False,10,True,True,DSL,True,False,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),54.5,568.2,1.8166666666666667,4
7967-HYCDE,No,Masculino,False,False,False,8,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,False,Transferencia bancaria (automático),70.7,553.4,2.356666666666667,2
7968-QUXNS,No,Masculino,False,False,False,6,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,18.95,110.15,0.6316666666666666,1
7969-AULMZ,Si,Femenino,False,False,False,21,True,True,Fibra óptica,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,97.35,2119.5,3.2449999999999997,5
7969-FFOWG,No,Masculino,False,True,True,65,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,19.9,1292.6,0.6633333333333333,1
7971-HLVXI,No,Masculino,False,True,True,72,True,True,Fibra óptica,False,False,False,False,False,True,Dos años,True,Tarjeta de crédito (automático),84.5,6130.85,2.816666666666667,4
7973-DZRKH,No,Femenino,False,False,True,66,True,True,Fibra óptica,True,False,True,True,False,False,Dos años,True,Tarjeta de crédito (automático),90.95,5930.05,3.0316666666666667,6
7975-JMZNT,No,Masculino,False,True,False,66,True,True,DSL,True,True,True,True,True,True,Dos años,False,Transferencia bancaria (automático),91.7,6075.9,3.0566666666666666,9
7975-TZMLR,No,Masculino,False,False,False,47,True,True,Fibra óptica,False,True,True,False,True,True,Un año,True,Cheque electrónico,103.1,4889.3,3.4366666666666665,7
7976-CICYS,No,Masculino,False,False,False,4,True,False,No,False,False,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),20.7,83.75,0.69,1
7977-HXJKU,No,Masculino,False,False,True,21,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,19.6,397.0,0.6533333333333334,1
7978-DKUQH,No,Femenino,False,True,False,25,True,False,Fibra óptica,False,False,True,False,False,False,Mes a mes,True,Cheque electrónico,74.6,1797.75,2.4866666666666664,3
7979-CORPM,Si,Masculino,False,False,False,24,True,True,Fibra óptica,False,True,False,False,True,False,Mes a mes,True,Tarjeta de crédito (automático),90.55,2282.55,3.018333333333333,5
7980-MHFLQ,No,Femenino,False,True,True,72,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,24.9,1859.2,0.83,2
7982-VCELR,No,Femenino,False,False,False,36,True,False,Fibra óptica,False,True,False,False,True,True,Mes a mes,True,Tarjeta de crédito (automático),94.8,3565.65,3.1599999999999997,5
7989-AWGEH,No,Masculino,False,True,True,49,False,False,DSL,True,False,False,False,False,True,Mes a mes,True,Cheque electrónico,39.2,1838.15,1.3066666666666669,3
7989-CHGTL,Si,Masculino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,19.6,19.6,0.6533333333333334,1
7989-VCQOH,No,Masculino,False,True,True,18,True,False,DSL,True,False,True,True,True,True,Mes a mes,False,Cheque electrónico,83.25,1611.15,2.775,7
7993-NQLJE,No,Masculino,False,True,True,15,True,False,Fibra óptica,True,False,False,False,False,False,Mes a mes,False,Cheque por correo,75.1,1151.55,2.503333333333333,3
7993-PYKOF,Si,Masculino,False,True,False,8,True,False,Fibra óptica,True,False,False,False,False,False,Mes a mes,False,Cheque electrónico,75.0,632.95,2.5,3
7994-UYIVZ,No,Masculino,False,True,False,8,True,True,Fibra óptica,False,False,False,False,False,True,Mes a mes,True,Transferencia bancaria (automático),85.65,659.45,2.855,4
7994-XIRTR,No,Masculino,True,False,False,54,True,False,DSL,False,False,True,True,False,True,Un año,False,Transferencia bancaria (automático),65.25,3529.95,2.175,5
7995-ZHHNZ,No,Masculino,False,True,False,42,True,True,DSL,True,False,False,False,False,False,Un año,False,Tarjeta de crédito (automático),56.1,2386.85,1.87,4
7996-BPXHY,No,Femenino,False,True,True,13,True,True,No,False,False,False,False,False,False,Dos años,True,Transferencia bancaria (automático),25.0,332.5,0.8333333333333334,2
7996-MHXLW,No,Femenino,False,False,False,66,True,True,No,False,False,False,False,False,False,Dos años,True,Tarjeta de crédito (automático),25.15,1683.6,0.8383333333333333,2
7997-EASSD,No,Femenino,False,True,False,63,True,True,Fibra óptica,False,False,False,True,False,False,Un año,True,Tarjeta de crédito (automático),81.2,4965.1,2.7066666666666666,4
7998-WNZEM,No,Masculino,False,False,False,71,True,True,DSL,True,True,True,True,False,True,Dos años,False,Transferencia bancaria (automático),80.6,5708.2,2.6866666666666665,8
7998-ZLXWN,No,Femenino,False,True,False,15,True,False,No,False,False,False,False,False,False,Mes a mes,False,Tarjeta de crédito (automático),20.45,330.8,0.6816666666666666,1
8000-REIQB,Si,Femenino,True,False,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,69.95,69.95,2.3316666666666666,2
8003-EWNDZ,No,Femenino,False,False,False,10,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,21.2,222.65,0.7066666666666667,1
8006-PYCSW,No,Femenino,False,False,False,2,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,20.1,39.8,0.67,1
8007-YYPWD,No,Femenino,False,False,False,15,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia bancaria (automático),25.05,369.1,0.8350000000000001,2
8008-ESFLK,No,Femenino,False,True,False,53,True,False,Fibra óptica,True,True,True,True,True,True,Un año,False,Cheque electrónico,110.5,5835.5,3.683333333333333,8
8008-HAWED,Si,Masculino,False,False,False,14,False,False,DSL,False,False,True,False,True,True,Mes a mes,True,Cheque electrónico,50.75,712.75,1.6916666666666667,4
8008-OTEZX,No,Femenino,False,True,True,35,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,19.65,708.8,0.6549999999999999,1
8010-EZLOU,Si,Masculino,True,False,False,15,True,True,Fibra óptica,False,True,False,False,False,False,Mes a mes,True,Cheque electrónico,80.2,1217.25,2.6733333333333333,4
8012-SOUDQ,No,Femenino,True,False,False,43,True,True,Fibra óptica,False,True,False,False,True,False,Mes a mes,True,Cheque electrónico,90.25,3838.75,3.0083333333333333,5
8015-IHCGW,No,Femenino,False,True,True,72,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Cheque electrónico,115.5,8425.15,3.85,9
8016-NCFVO,No,Masculino,True,False,False,55,True,True,Fibra óptica,True,True,True,True,True,True,Mes a mes,True,Cheque electrónico,116.5,6382.55,3.8833333333333333,9
8016-ZMGMO,No,Femenino,True,True,False,66,True,True,DSL,False,True,True,False,True,False,Un año,True,Transferencia bancaria (automático),70.85,4738.85,2.3616666666666664,6
8017-LXHFA,Si,Femenino,True,False,False,23,True,False,Fibra óptica,False,True,False,False,True,True,Mes a mes,True,Cheque electrónico,94.75,2293.6,3.158333333333333,5
8017-UVSZU,No,Femenino,False,True,False,40,True,True,DSL,False,True,False,False,False,False,Mes a mes,False,Tarjeta de crédito (automático),56.6,2379.1,1.8866666666666667,4
8019-ENHXU,Si,Masculino,False,True,False,42,True,True,Fibra óptica,False,True,True,True,False,True,Mes a mes,True,Cheque electrónico,99.45,4138.05,3.315,7
8020-BWHYL,Si,Femenino,True,False,False,15,True,False,Fibra óptica,False,True,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),75.3,1147.45,2.51,3
8022-BECSI,No,Masculino,False,False,False,22,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,19.6,422.5,0.6533333333333334,1
8023-QHAIO,No,Femenino,True,True,False,56,True,True,Fibra óptica,False,False,False,True,False,False,Mes a mes,True,Transferencia bancaria (automático),76.85,4275.75,2.5616666666666665,4
8024-XNAFQ,No,Femenino,True,False,False,72,True,True,Fibra óptica,True,True,True,True,False,True,Dos años,True,Transferencia bancaria (automático),107.4,7748.75,3.58,8
8028-PNXHQ,No,Masculino,False,True,True,62,True,True,No,False,False,False,False,False,False,Dos años,True,Transferencia bancaria (automático),24.25,1424.6,0.8083333333333333,2
8029-XYPWT,No,Masculino,True,True,False,71,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Transferencia bancaria (automático),115.05,8016.6,3.835,9
8033-ATFAS,No,Femenino,False,True,True,39,True,False,DSL,False,False,True,False,True,False,Mes a mes,True,Cheque por correo,59.85,2341.5,1.995,4
8033-VCZGH,No,Masculino,False,True,False,50,True,True,Fibra óptica,True,False,True,False,True,True,Un año,True,Cheque electrónico,103.95,5231.3,3.4650000000000003,7
8034-RYTVV,No,Femenino,False,False,False,55,True,True,Fibra óptica,True,False,True,False,False,False,Un año,True,Tarjeta de crédito (automático),84.25,4589.85,2.808333333333333,5
8035-BUYVG,Si,Masculino,False,True,False,40,False,False,DSL,True,True,True,False,False,False,Un año,True,Cheque electrónico,42.35,1716.45,1.4116666666666666,4
8035-PWSEV,No,Femenino,False,False,False,6,True,False,Fibra óptica,False,False,True,True,False,True,Mes a mes,True,Cheque electrónico,89.25,487.05,2.975,5
8039-ACLPL,No,Femenino,False,True,True,72,True,False,DSL,True,True,True,False,False,True,Dos años,False,Tarjeta de crédito (automático),68.75,4888.2,2.2916666666666665,6
8039-EQPIM,No,Masculino,False,True,False,69,False,False,DSL,True,False,True,True,True,True,Dos años,False,Transferencia bancaria (automático),60.25,4055.5,2.0083333333333333,6
8040-MNRTF,No,Femenino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,71.1,71.1,2.3699999999999997,2
8041-TMEID,No,Masculino,True,True,False,63,True,True,Fibra óptica,True,True,True,False,True,True,Dos años,False,Tarjeta de crédito (automático),108.5,6991.9,3.6166666666666667,8
8042-JVNFH,Si,Masculino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,71.35,71.35,2.378333333333333,2
8042-RNLKO,No,Masculino,False,False,False,66,True,True,No,False,False,False,False,False,False,Un año,False,Transferencia bancaria (automático),25.45,1699.15,0.8483333333333333,2
8043-PNYSD,No,Masculino,False,True,True,63,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,19.55,1245.6,0.6516666666666667,1
8044-BGWPI,No,Masculino,False,True,True,12,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,21.15,306.05,0.705,1
8046-DNVTL,No,Masculino,False,True,False,62,False,False,DSL,True,True,False,True,False,False,Dos años,True,Tarjeta de crédito (automático),38.6,2345.55,1.2866666666666666,4
8048-DSDFQ,No,Masculino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,20.2,20.2,0.6733333333333333,1
8049-WJCLQ,No,Masculino,False,True,True,10,True,False,DSL,False,False,True,False,True,False,Mes a mes,False,Cheque por correo,60.2,563.5,2.006666666666667,4
8050-DVOJX,No,Masculino,True,False,False,49,True,True,DSL,True,True,True,True,False,True,Dos años,False,Tarjeta de crédito (automático),81.35,4060.9,2.7116666666666664,8
8050-WYBND,No,Femenino,False,False,True,22,False,False,DSL,False,False,True,False,True,True,Un año,True,Tarjeta de crédito (automático),49.45,1031.4,1.6483333333333334,4
8050-XGRVL,No,Femenino,False,True,True,62,True,False,DSL,True,False,True,False,False,False,Un año,False,Tarjeta de crédito (automático),54.75,3425.35,1.825,4
8051-HJRLT,Si,Femenino,True,False,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,70.55,70.55,2.3516666666666666,2
8053-WWDRO,Si,Femenino,False,True,False,6,True,False,No,False,False,False,False,False,False,Mes a mes,False,Transferencia bancaria (automático),19.5,146.3,0.65,1
8058-DMYRU,No,Masculino,True,False,False,54,True,True,Fibra óptica,False,True,False,False,False,True,Mes a mes,True,Cheque electrónico,90.05,4931.8,3.0016666666666665,5
8058-INTPH,Si,Femenino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,True,False,Mes a mes,True,Cheque electrónico,79.65,79.65,2.6550000000000002,3
8058-JMEQO,Si,Femenino,True,False,False,9,True,True,Fibra óptica,False,False,False,False,False,True,Mes a mes,True,Cheque electrónico,84.45,762.5,2.815,4
8059-UDZFY,No,Femenino,True,False,True,33,True,True,Fibra óptica,False,True,True,False,True,True,Mes a mes,True,Transferencia bancaria (automático),105.35,3465.05,3.5116666666666663,7
8060-HIWJJ,No,Masculino,False,False,False,64,True,True,DSL,False,True,True,True,True,True,Dos años,False,Tarjeta de crédito (automático),86.55,5632.55,2.885,8
8062-YBDOE,Si,Masculino,True,False,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,69.65,69.65,2.3216666666666668,2
8063-GBATB,Si,Femenino,True,False,False,27,True,True,Fibra óptica,False,False,False,False,False,True,Mes a mes,True,Cheque electrónico,85.25,2287.25,2.841666666666667,4
8063-RJYNF,Si,Masculino,False,False,False,16,True,False,Fibra óptica,True,False,False,False,True,True,Mes a mes,True,Cheque electrónico,94.25,1483.25,3.1416666666666666,5
8064-RAVOH,No,Masculino,False,False,True,1,True,False,DSL,False,False,True,False,False,False,Mes a mes,True,Cheque electrónico,49.85,49.85,1.6616666666666666,3
8065-BVEPF,No,Masculino,True,False,False,65,True,False,Fibra óptica,False,True,True,False,True,True,Mes a mes,True,Transferencia bancaria (automático),99.1,6496.15,3.3033333333333332,6
8065-QBYTO,No,Femenino,True,False,False,71,True,True,Fibra óptica,True,True,False,True,True,False,Un año,True,Tarjeta de crédito (automático),99.65,7181.25,3.3216666666666668,7
8065-YKXKD,Si,Femenino,False,False,False,10,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,74.75,799.65,2.4916666666666667,3
8066-POXGX,Si,Femenino,False,False,False,13,False,False,DSL,False,False,False,False,False,True,Mes a mes,True,Cheque electrónico,35.1,446.1,1.1700000000000002,2
8067-NIOYM,No,Femenino,False,True,True,24,True,False,No,False,False,False,False,False,False,Dos años,True,Tarjeta de crédito (automático),21.1,490.65,0.7033333333333334,1
8069-RHUXK,No,Femenino,False,True,True,67,False,False,DSL,True,False,False,True,False,False,Dos años,False,Tarjeta de crédito (automático),35.7,2545.7,1.1900000000000002,3
8069-YQQAJ,No,Masculino,False,False,False,14,False,False,DSL,False,True,False,False,False,False,Mes a mes,True,Cheque por correo,31.1,419.7,1.0366666666666666,2
8070-AAWZP,No,Masculino,True,True,False,24,False,False,DSL,False,False,True,True,False,False,Mes a mes,False,Cheque por correo,34.25,828.2,1.1416666666666666,3
8071-SBTRN,No,Femenino,False,False,False,70,True,True,Fibra óptica,True,True,True,False,True,True,Dos años,True,Cheque por correo,111.15,7737.55,3.705,8
8073-IJDCM,Si,Femenino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,20.3,20.3,0.6766666666666666,1
8075-GXIUB,No,Masculino,True,True,False,9,True,False,No,False,False,False,False,False,False,Un año,False,Tarjeta de crédito (automático),19.85,183.15,0.6616666666666667,1
8076-FEZKJ,No,Masculino,False,False,False,10,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,19.5,225.85,0.65,1
8079-XRJRS,Si,Masculino,False,True,False,65,True,True,Fibra óptica,True,True,True,False,False,False,Un año,False,Cheque electrónico,89.75,5769.6,2.9916666666666667,6
8080-DDEMJ,Si,Masculino,True,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque electrónico,45.1,45.1,1.5033333333333334,2
8080-POTJR,No,Femenino,False,False,False,30,True,True,DSL,True,False,True,False,True,True,Un año,True,Tarjeta de crédito (automático),79.3,2427.1,2.643333333333333,7
8082-GHXOP,No,Masculino,False,False,True,13,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,44.0,659.35,1.4666666666666666,2
8083-YTZES,Si,Masculino,False,False,False,4,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,74.35,265.35,2.478333333333333,3
8084-OIVBS,No,Femenino,False,False,False,11,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,20.0,211.95,0.6666666666666666,1
8085-MSNLK,No,Femenino,False,True,False,62,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,False,Cheque por correo,113.95,6891.4,3.7983333333333333,9
8086-OVPWV,Si,Masculino,False,False,False,2,True,False,Fibra óptica,False,False,False,False,False,True,Mes a mes,True,Cheque electrónico,80.2,181.1,2.6733333333333333,3
8087-LGYHQ,No,Masculino,False,False,False,9,True,False,Fibra óptica,False,False,True,False,True,True,Mes a mes,True,Cheque electrónico,94.05,811.65,3.135,5
8089-UZWLX,No,Femenino,True,False,False,71,True,True,Fibra óptica,False,False,True,False,True,True,Dos años,False,Transferencia bancaria (automático),104.05,7413.55,3.4683333333333333,6
8091-TTVAX,No,Masculino,False,True,False,58,True,True,Fibra óptica,False,False,True,False,True,True,Un año,False,Tarjeta de crédito (automático),100.35,5681.1,3.3449999999999998,6
8092-NLTGF,No,Masculino,False,False,False,72,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia bancaria (automático),24.75,1777.6,0.825,2
8095-WANWK,No,Femenino,False,False,False,10,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,45.25,428.7,1.5083333333333333,2
8096-LOIST,No,Femenino,False,False,False,19,True,False,DSL,False,False,False,False,False,True,Mes a mes,True,Cheque electrónico,56.2,1093.4,1.8733333333333335,3
8097-OMULG,No,Masculino,False,True,True,59,True,False,DSL,False,True,True,True,True,True,Un año,False,Tarjeta de crédito (automático),76.75,4541.9,2.558333333333333,7
8097-VBQTZ,No,Masculino,False,False,False,54,True,False,DSL,True,True,False,True,True,False,Mes a mes,True,Cheque por correo,69.9,3883.3,2.33,6
8098-LLAZX,Si,Femenino,True,False,False,4,True,True,Fibra óptica,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,95.45,396.1,3.1816666666666666,5
8098-TDCBU,No,Femenino,False,True,False,42,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque electrónico,25.25,1108.2,0.8416666666666667,2
8099-MZPUJ,No,Masculino,False,True,True,48,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,False,Tarjeta de crédito (automático),111.8,5443.65,3.7266666666666666,9
8100-HZZLJ,No,Femenino,False,False,True,43,True,False,DSL,True,True,False,False,False,True,Mes a mes,True,Cheque electrónico,63.95,2737.05,2.131666666666667,5
8100-PNJMH,No,Masculino,False,True,True,68,True,True,DSL,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),88.85,6132.7,2.9616666666666664,9
8104-OSKWT,No,Femenino,False,False,False,12,True,True,Fibra óptica,True,False,False,False,False,False,Mes a mes,True,Cheque electrónico,79.8,1001.2,2.6599999999999997,4
8106-GWQOK,No,Masculino,False,True,False,38,False,False,DSL,True,True,False,True,True,True,Dos años,True,Transferencia bancaria (automático),60.0,2193.2,2.0,6
8107-KNCIM,No,Masculino,True,True,False,14,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,75.1,1013.35,2.503333333333333,3
8107-RZLNV,No,Masculino,False,True,False,72,True,True,Fibra óptica,False,True,True,False,True,True,Dos años,True,Transferencia bancaria (automático),106.3,7565.35,3.5433333333333334,7
8108-UXRQN,No,Femenino,False,True,True,11,False,False,DSL,True,False,False,False,True,True,Mes a mes,False,Cheque electrónico,50.55,565.35,1.6849999999999998,4
8109-YUOHE,No,Masculino,False,False,False,17,True,False,DSL,True,True,False,False,False,False,Un año,False,Cheque por correo,56.1,946.95,1.87,4
8111-BKVDS,No,Femenino,False,False,False,10,False,False,DSL,True,True,True,False,False,False,Mes a mes,False,Transferencia bancaria (automático),40.7,449.3,1.3566666666666667,4
8111-RKSPX,Si,Masculino,False,False,False,4,True,True,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Transferencia bancaria (automático),72.2,305.55,2.4066666666666667,3
8111-SLLHI,Si,Masculino,True,True,False,39,True,True,Fibra óptica,False,True,True,False,True,True,Mes a mes,True,Cheque electrónico,105.65,4284.8,3.521666666666667,7
8118-LSUEL,Si,Masculino,True,False,False,23,True,True,Fibra óptica,False,True,True,False,True,True,Mes a mes,True,Cheque electrónico,106.4,2483.5,3.546666666666667,7
8118-TJAFG,No,Masculino,False,True,True,9,True,False,Fibra óptica,False,True,False,True,True,True,Mes a mes,True,Cheque electrónico,101.5,906.85,3.3833333333333333,6
8120-JDCAM,No,Masculino,False,True,True,4,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,69.55,284.9,2.3183333333333334,2
8123-QBNAZ,No,Femenino,False,True,True,36,True,True,Fibra óptica,True,False,True,False,True,True,Mes a mes,True,Tarjeta de crédito (automático),104.5,3684.95,3.4833333333333334,7
8124-NZVGJ,No,Femenino,False,False,False,6,False,False,DSL,False,False,False,True,True,True,Un año,True,Cheque por correo,49.25,255.6,1.6416666666666666,4
8125-QPFJD,No,Femenino,False,True,False,72,True,True,DSL,True,False,True,True,True,True,Dos años,True,Transferencia bancaria (automático),84.9,6065.3,2.83,8
8128-YVJRG,Si,Femenino,False,False,False,7,True,True,Fibra óptica,True,False,False,False,False,False,Mes a mes,True,Cheque por correo,79.65,604.7,2.6550000000000002,4
8129-GMVGI,No,Femenino,False,True,True,56,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,20.05,1090.1,0.6683333333333333,1
8132-YPVBX,No,Femenino,False,False,False,6,True,False,Fibra óptica,False,True,False,False,False,True,Mes a mes,True,Cheque por correo,85.95,514.6,2.865,4
8133-ANHHJ,No,Femenino,True,False,False,49,True,True,Fibra óptica,True,True,True,True,False,True,Un año,False,Transferencia bancaria (automático),103.0,5166.2,3.433333333333333,8
8138-EALND,No,Masculino,False,False,False,15,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,19.75,311.6,0.6583333333333333,1
